Timestamp,Weather,Time of Day,Mask White Ratio,Lane Quality Score,Lane Error,Processing Time (ms),Mode
1768187713878,Sunny,Day,0.041102430555555555,82.20486111111111,-28.0,433.7003770000081,manual
1768187714165,Sunny,Day,0.03185763888888889,63.71527777777777,-22.0,3.313007000002699,manual
1768187714193,Sunny,Day,0.03064236111111111,61.28472222222222,-17.0,3.825282000008201,manual
1768187714226,Sunny,Day,0.033116319444444445,66.23263888888889,-24.0,12.132308999980523,manual
1768187714254,Sunny,Day,0.03463541666666667,69.27083333333334,-23.0,6.2453089999792155,manual
1768187714285,Sunny,Day,0.030208333333333334,60.416666666666664,-21.0,25.22623600000884,manual
1768187714320,Sunny,Day,0.03194444444444444,63.888888888888886,-18.0,30.265847999999096,manual
1768187714347,Sunny,Day,0.03919270833333333,78.38541666666667,-25.0,20.917635000017754,manual
1768187714376,Sunny,Day,0.032552083333333336,65.10416666666667,-18.0,22.87005100001238,manual
1768187714408,Sunny,Day,0.029296875,58.59375,-21.0,26.423856000008072,manual
1768187714440,Sunny,Day,0.030815972222222224,61.63194444444445,-21.0,27.437291000012465,manual
1768187714471,Sunny,Day,0.028862847222222224,57.72569444444445,-16.0,26.33569200000352,manual
1768187714502,Sunny,Day,0.03138020833333333,62.760416666666664,-18.0,26.417909000002737,manual
1768187714534,Sunny,Day,0.028602430555555555,57.20486111111111,-19.0,27.415394000001925,manual
1768187714565,Sunny,Day,0.024826388888888887,49.65277777777777,-16.0,26.080702000001565,manual
1768187714598,Sunny,Day,0.02912326388888889,58.24652777777778,-19.0,28.816371000004892,manual
1768187714628,Sunny,Day,0.028385416666666666,56.770833333333336,-16.0,25.34300499999631,manual
1768187714659,Sunny,Day,0.030729166666666665,61.45833333333333,-15.0,25.951929999990853,manual
1768187714691,Sunny,Day,0.026649305555555555,53.29861111111111,-16.0,26.869549000025472,manual
1768187714723,Sunny,Day,0.027994791666666668,55.989583333333336,-20.0,27.52810499998759,manual
1768187714754,Sunny,Day,0.02912326388888889,58.24652777777778,-16.0,26.395975000014005,manual
1768187714785,Sunny,Day,0.026692708333333332,53.385416666666664,-15.0,26.81825199999821,manual
1768187714816,Sunny,Day,0.024652777777777777,49.30555555555556,-9.0,26.871958000015184,manual
1768187714853,Sunny,Day,0.022526041666666666,45.052083333333336,-14.0,31.81758899998499,manual
1768187714879,Sunny,Day,0.02599826388888889,51.99652777777778,-17.0,20.197074000009252,manual
1768187714912,Sunny,Day,0.03107638888888889,62.15277777777778,-19.0,28.02461599998196,manual
1768187714942,Sunny,Day,0.027083333333333334,54.16666666666667,-10.0,25.70668500001716,manual
1768187714974,Sunny,Day,0.02599826388888889,51.99652777777778,-15.0,27.254571000014494,manual
1768187715007,Sunny,Day,0.026475694444444444,52.951388888888886,-17.0,28.243822000007412,manual
1768187715036,Sunny,Day,0.029600694444444443,59.201388888888886,-20.0,24.9969280000073,manual
1768187715070,Sunny,Day,0.027083333333333334,54.16666666666667,-16.0,27.67895499999895,manual
1768187715099,Sunny,Day,0.02209201388888889,44.18402777777778,-15.0,24.245200999985173,manual
1768187715132,Sunny,Day,0.023567708333333333,47.135416666666664,-15.0,27.949188000008007,manual
1768187715162,Sunny,Day,0.02634548611111111,52.69097222222222,-17.0,25.71960700001341,manual
1768187715193,Sunny,Day,0.027647569444444443,55.295138888888886,-19.0,26.559942000005776,manual
1768187715225,Sunny,Day,0.023003472222222224,46.00694444444445,-14.0,26.970762999980025,manual
1768187715258,Sunny,Day,0.02165798611111111,43.31597222222222,-14.0,27.86485899997615,manual
1768187715287,Sunny,Day,0.02621527777777778,52.43055555555556,-17.0,23.048064999983353,manual
1768187715319,Sunny,Day,0.024652777777777777,49.30555555555556,-14.0,26.409032999993087,manual
1768187715350,Sunny,Day,0.022916666666666665,45.83333333333333,-14.0,26.494546999998647,manual
1768187715382,Sunny,Day,0.019748263888888888,39.49652777777778,-14.0,26.744253000003937,manual
1768187715417,Sunny,Day,0.025868055555555554,51.73611111111111,-16.0,30.797240999987707,manual
1768187715445,Sunny,Day,0.030208333333333334,60.416666666666664,-21.0,24.095995999999786,manual
1768187715476,Sunny,Day,0.021571180555555555,43.14236111111111,-14.0,25.513418999992155,manual
1768187715508,Sunny,Day,0.021267361111111112,42.53472222222222,-14.0,26.44256499999642,manual
1768187715539,Sunny,Day,0.023177083333333334,46.35416666666667,-16.0,27.492255999987947,manual
1768187715570,Sunny,Day,0.029166666666666667,58.333333333333336,-15.0,26.2338929999828,manual
1768187715602,Sunny,Day,0.02478298611111111,49.56597222222222,-14.0,26.052047000007406,manual
1768187715633,Sunny,Day,0.022699652777777777,45.39930555555556,-7.0,27.36518899999396,manual
1768187715664,Sunny,Day,0.02309027777777778,46.18055555555556,-17.0,26.18293000000449,manual
1768187715699,Sunny,Day,0.026171875,52.34375,-18.0,30.66676599999596,manual
1768187715731,Sunny,Day,0.027734375,55.46875,-16.0,26.506829999988213,manual
1768187715762,Sunny,Day,0.021223958333333334,42.44791666666667,-13.0,24.681272000009358,manual
1768187715793,Sunny,Day,0.02243923611111111,44.87847222222222,-16.0,25.95697399999608,manual
1768187715827,Sunny,Day,0.02035590277777778,40.71180555555556,-14.0,28.586501000006592,manual
1768187715855,Sunny,Day,0.027039930555555557,54.079861111111114,-17.0,22.07140000001573,manual
1768187715887,Sunny,Day,0.02378472222222222,47.56944444444444,-15.0,24.644461999997702,manual
1768187715918,Sunny,Day,0.020572916666666666,41.145833333333336,-15.0,25.301635000005263,manual
1768187715950,Sunny,Day,0.02361111111111111,47.22222222222222,-14.0,26.719928000005666,manual
1768187715981,Sunny,Day,0.030815972222222224,61.63194444444445,-21.0,25.217343999997865,manual
1768187716012,Sunny,Day,0.02248263888888889,44.96527777777778,-6.0,23.379598999980544,manual
1768187716045,Sunny,Day,0.021527777777777778,43.05555555555556,-16.0,27.49697099997661,manual
1768187716075,Sunny,Day,0.025173611111111112,50.34722222222222,-15.0,22.581309000003102,manual
1768187716108,Sunny,Day,0.026475694444444444,52.951388888888886,-16.0,26.45079699999542,manual
1768187716141,Sunny,Day,0.025260416666666667,50.520833333333336,-9.0,27.901041999996323,manual
1768187716172,Sunny,Day,0.01935763888888889,38.71527777777778,-13.0,24.497647999993433,manual
1768187716200,Sunny,Day,0.020920138888888887,41.84027777777777,-14.0,14.03569100000368,manual
1768187716234,Sunny,Day,0.026909722222222224,53.81944444444445,-19.0,28.21711900000423,manual
1768187716263,Sunny,Day,0.024088541666666668,48.177083333333336,-12.0,23.97558900000263,manual
1768187716296,Sunny,Day,0.02282986111111111,45.65972222222222,-14.0,26.831786000002467,manual
1768187716326,Sunny,Day,0.019401041666666667,38.802083333333336,-13.0,24.968706999999313,manual
1768187716358,Sunny,Day,0.021484375,42.96875,-17.0,24.83847500002412,manual
1768187716390,Sunny,Day,0.023350694444444445,46.70138888888889,-12.0,25.317351000012422,manual
1768187716422,Sunny,Day,0.023003472222222224,46.00694444444445,-12.0,21.58885800000121,manual
1768187716453,Sunny,Day,0.022699652777777777,45.39930555555556,-15.0,25.319518000003427,manual
1768187716485,Sunny,Day,0.023567708333333333,47.135416666666664,-14.0,26.583605000013222,manual
1768187716514,Sunny,Day,0.021744791666666666,43.48958333333333,-14.0,23.511514999995597,manual
1768187716548,Sunny,Day,0.024869791666666665,49.73958333333333,-15.0,28.34534999999505,manual
1768187716579,Sunny,Day,0.021484375,42.96875,-14.0,24.78308500002413,manual
1768187716610,Sunny,Day,0.024739583333333332,49.479166666666664,-14.0,25.683909000008498,manual
1768187716644,Sunny,Day,0.026302083333333334,52.604166666666664,-18.0,28.724524000011797,manual
1768187716672,Sunny,Day,0.028125,56.25,-15.0,15.577709999973877,manual
1768187716705,Sunny,Day,0.02421875,48.4375,-14.0,20.04728399998612,manual
1768187716734,Sunny,Day,0.019010416666666665,38.02083333333333,-14.0,22.543740000003254,manual
1768187716768,Sunny,Day,0.02621527777777778,52.43055555555556,-15.0,28.545515000018895,manual
