Timestamp,Weather,Time of Day,Mask White Ratio,Lane Quality Score,Lane Error,Processing Time (ms),Mode
1767947272058,Sunny,Day,0.07526041666666666,100.0,-8.0,433.99528000009013,manual
1767947272378,Sunny,Day,0.07578125,100.0,-8.0,3.052880000041114,manual
1767947272407,Sunny,Day,0.075390625,100.0,-8.0,3.0958049999298964,manual
1767947272435,Sunny,Day,0.07530381944444445,100.0,-9.0,17.79289899991454,manual
1767947272467,Sunny,Day,0.07517361111111111,100.0,-8.0,27.219571999921754,manual
1767947272497,Sunny,Day,0.07591145833333333,100.0,-9.0,25.276157000007515,manual
1767947272529,Sunny,Day,0.07560763888888888,100.0,-8.0,26.498008000089612,manual
1767947272560,Sunny,Day,0.07582465277777778,100.0,-9.0,25.854332999870167,manual
1767947272596,Sunny,Day,0.07543402777777777,100.0,-8.0,31.58772800020415,manual
1767947272623,Sunny,Day,0.07573784722222222,100.0,-8.0,21.775597999976526,manual
1767947272654,Sunny,Day,0.07591145833333333,100.0,-8.0,26.669265000009545,manual
1767947272685,Sunny,Day,0.07552083333333333,100.0,-9.0,26.59463700001652,manual
1767947272718,Sunny,Day,0.07530381944444445,100.0,-8.0,23.56355300003088,manual
1767947272748,Sunny,Day,0.07543402777777777,100.0,-8.0,25.551689999929295,manual
1767947272780,Sunny,Day,0.07565104166666667,100.0,-8.0,26.835800000071686,manual
1767947272811,Sunny,Day,0.07543402777777777,100.0,-8.0,26.787410999986605,manual
1767947272842,Sunny,Day,0.07513020833333334,100.0,-8.0,26.629432999925484,manual
1767947272874,Sunny,Day,0.07534722222222222,100.0,-8.0,27.09629500009214,manual
1767947272905,Sunny,Day,0.07526041666666666,100.0,-8.0,26.716079000152604,manual
1767947272939,Sunny,Day,0.07560763888888888,100.0,-8.0,28.786140999955023,manual
1767947272968,Sunny,Day,0.07560763888888888,100.0,-9.0,24.51357499990081,manual
1767947272999,Sunny,Day,0.075,100.0,-8.0,26.820004000001063,manual
1767947273031,Sunny,Day,0.07543402777777777,100.0,-8.0,26.97837199980313,manual
1767947273062,Sunny,Day,0.07565104166666667,100.0,-8.0,26.3944729999821,manual
1767947273094,Sunny,Day,0.07547743055555556,100.0,-9.0,26.872892000028514,manual
1767947273126,Sunny,Day,0.07517361111111111,100.0,-8.0,27.71089799989568,manual
1767947273157,Sunny,Day,0.07530381944444445,100.0,-8.0,26.043459999982588,manual
1767947273188,Sunny,Day,0.07547743055555556,100.0,-8.0,26.663765999956013,manual
1767947273219,Sunny,Day,0.07521701388888889,100.0,-8.0,26.58030400016287,manual
1767947273251,Sunny,Day,0.07521701388888889,100.0,-8.0,27.28357099999812,manual
1767947273282,Sunny,Day,0.07482638888888889,100.0,-8.0,25.16384399996241,manual
1767947273313,Sunny,Day,0.07534722222222222,100.0,-8.0,26.927205999982107,manual
1767947273345,Sunny,Day,0.07508680555555555,100.0,-8.0,26.536286000009568,manual
1767947273376,Sunny,Day,0.07504340277777778,100.0,-8.0,26.80759700001545,manual
1767947273408,Sunny,Day,0.07508680555555555,100.0,-8.0,26.830281000002287,manual
1767947273439,Sunny,Day,0.07521701388888889,100.0,-8.0,26.685098000143626,manual
1767947273470,Sunny,Day,0.075390625,100.0,-8.0,26.731042000164962,manual
1767947273502,Sunny,Day,0.07543402777777777,100.0,-8.0,26.746949999960634,manual
1767947273535,Sunny,Day,0.07526041666666666,100.0,-8.0,28.386221000118894,manual
1767947273565,Sunny,Day,0.07508680555555555,100.0,-8.0,25.024920000078055,manual
1767947273596,Sunny,Day,0.07543402777777777,100.0,-8.0,26.757855999903768,manual
1767947273629,Sunny,Day,0.07547743055555556,100.0,-8.0,27.76165599993874,manual
1767947273660,Sunny,Day,0.07534722222222222,100.0,-8.0,25.90237000003981,manual
1767947273690,Sunny,Day,0.07530381944444445,100.0,-8.0,24.96105099999113,manual
1767947273722,Sunny,Day,0.07521701388888889,100.0,-8.0,27.56277099979343,manual
1767947273753,Sunny,Day,0.07565104166666667,100.0,-8.0,26.31182599998283,manual
1767947273784,Sunny,Day,0.07530381944444445,100.0,-8.0,26.55230400000619,manual
1767947273816,Sunny,Day,0.07508680555555555,100.0,-8.0,26.996316000122533,manual
1767947273847,Sunny,Day,0.07526041666666666,100.0,-8.0,26.65554399982284,manual
1767947273878,Sunny,Day,0.07573784722222222,100.0,-8.0,26.417917000117086,manual
1767947273910,Sunny,Day,0.07513020833333334,100.0,-8.0,27.44006900002205,manual
1767947273943,Sunny,Day,0.075,100.0,-8.0,27.78719299999466,manual
1767947273973,Sunny,Day,0.07508680555555555,100.0,-8.0,25.61215200012157,manual
1767947274004,Sunny,Day,0.07552083333333333,100.0,-8.0,26.73893099995439,manual
1767947274036,Sunny,Day,0.07530381944444445,100.0,-8.0,26.69826499982264,manual
1767947274067,Sunny,Day,0.07526041666666666,100.0,-8.0,26.633359000015844,manual
1767947274098,Sunny,Day,0.07530381944444445,100.0,-8.0,26.972187000183112,manual
1767947274130,Sunny,Day,0.07513020833333334,100.0,-8.0,26.21401299984427,manual
1767947274161,Sunny,Day,0.07517361111111111,100.0,-8.0,26.93127999987155,manual
1767947274193,Sunny,Day,0.07508680555555555,100.0,-8.0,26.731560999905923,manual
1767947274224,Sunny,Day,0.07495659722222223,100.0,-8.0,26.06614499995885,manual
1767947274258,Sunny,Day,0.07513020833333334,100.0,-8.0,28.67458700006864,manual
1767947274287,Sunny,Day,0.07526041666666666,100.0,-8.0,25.69950300016899,manual
1767947274320,Sunny,Day,0.07495659722222223,100.0,-8.0,28.59544099987943,manual
1767947274351,Sunny,Day,0.075,100.0,-8.0,27.505920000066908,manual
1767947274381,Sunny,Day,0.07517361111111111,100.0,-8.0,24.99486499982595,manual
1767947274412,Sunny,Day,0.07508680555555555,100.0,-7.0,26.81644800009053,manual
1767947274444,Sunny,Day,0.07430555555555556,100.0,-6.0,27.04798199988545,manual
1767947274475,Sunny,Day,0.07452256944444445,100.0,-4.0,26.69350599990139,manual
1767947274507,Sunny,Day,0.0744357638888889,100.0,-3.0,27.542955999933838,manual
1767947274538,Sunny,Day,0.07387152777777778,100.0,-2.0,26.264901000104146,manual
1767947274569,Sunny,Day,0.07526041666666666,100.0,0.0,26.62302599992472,manual
